# energy grid [eV]     ieps_x  ieps_y  ieps_z
#
    5.485936937    2.588283669    2.588279702    2.172654716
    5.495945946    2.584934578    2.584930620    2.170401396
    5.505954955    2.581595294    2.581591344    2.168153591
    5.515963964    2.578265779    2.578261837    2.165911288
    5.525972973    2.574945995    2.574942062    2.163674470
    5.535981982    2.571635905    2.571631980    2.161443125
    5.545990991    2.568335472    2.568331556    2.159217236
    5.556000000    2.565044659    2.565040751    2.156996791
    5.566009009    2.561763430    2.561759530    2.154781773
    5.576018018    2.558491747    2.558487856    2.152572170
    5.586027027    2.555229576    2.555225693    2.150367966
    5.596036036    2.551976879    2.551973004    2.148169146
    5.606045045    2.548733620    2.548729754    2.145975698
    5.616054054    2.545499765    2.545495906    2.143787606
    5.626063063    2.542275276    2.542271426    2.141604856
    5.636072072    2.539060120    2.539056278    2.139427434
    5.646081081    2.535854260    2.535850426    2.137255326
    5.656090090    2.532657662    2.532653836    2.135088517
    5.666099099    2.529470290    2.529466472    2.132926994
    5.676108108    2.526292111    2.526288301    2.130770741
    5.686117117    2.523123089    2.523119287    2.128619746
    5.696126126    2.519963190    2.519959396    2.126473994
    5.706135135    2.516812380    2.516808594    2.124333470
    5.716144144    2.513670625    2.513666847    2.122198162
    5.726153153    2.510537891    2.510534121    2.120068055
    5.736162162    2.507414144    2.507410382    2.117943135
    5.746171171    2.504299352    2.504295597    2.115823388
    5.756180180    2.501193479    2.501189733    2.113708801
    5.766189189    2.498096494    2.498092755    2.111599359
    5.776198198    2.495008364    2.495004633    2.109495049
    5.786207207    2.491929054    2.491925331    2.107395856
    5.796216216    2.488858534    2.488854818    2.105301768
    5.806225225    2.485796770    2.485793061    2.103212771
    5.816234234    2.482743729    2.482740029    2.101128850
    5.826243243    2.479699380    2.479695687    2.099049993
    5.836252252    2.476663690    2.476660005    2.096976185
    5.846261261    2.473636628    2.473632950    2.094907413
    5.856270270    2.470618162    2.470614492    2.092843663
    5.866279279    2.467608259    2.467604597    2.090784923
    5.876288288    2.464606890    2.464603235    2.088731178
    5.886297297    2.461614021    2.461610374    2.086682414
    5.896306306    2.458629623    2.458625983    2.084638620
    5.906315315    2.455653664    2.455650032    2.082599781
    5.916324324    2.452686114    2.452682489    2.080565883
    5.926333333    2.449726941    2.449723323    2.078536914
    5.936342342    2.446776115    2.446772504    2.076512860
    5.946351351    2.443833605    2.443830002    2.074493709
    5.956360360    2.440899382    2.440895786    2.072479446
    5.966369369    2.437973415    2.437969826    2.070470058
    5.976378378    2.435055674    2.435052092    2.068465533
    5.986387387    2.432146129    2.432142555    2.066465857
    5.996396396    2.429244751    2.429241184    2.064471018
    6.006405405    2.426351510    2.426347950    2.062481001
    6.016414414    2.423466376    2.423462824    2.060495795
    6.026423423    2.420589320    2.420585775    2.058515386
    6.036432432    2.417720314    2.417716776    2.056539761
    6.046441441    2.414859328    2.414855797    2.054568907
    6.056450450    2.412006333    2.412002809    2.052602811
    6.066459459    2.409161300    2.409157783    2.050641461
    6.076468468    2.406324201    2.406320691    2.048684843
    6.086477477    2.403495007    2.403491504    2.046732945
    6.096486486    2.400673690    2.400670194    2.044785755
    6.106495495    2.397860222    2.397856733    2.042843258
    6.116504505    2.395054574    2.395051093    2.040905443
    6.126513514    2.392256719    2.392253245    2.038972297
    6.136522523    2.389466629    2.389463161    2.037043807
    6.146531532    2.386684276    2.386680815    2.035119961
    6.156540541    2.383909632    2.383906178    2.033200746
    6.166549550    2.381142670    2.381139223    2.031286149
    6.176558559    2.378383363    2.378379923    2.029376158
    6.186567568    2.375631684    2.375628250    2.027470761
    6.196576577    2.372887605    2.372884178    2.025569945
    6.206585586    2.370151099    2.370147679    2.023673697
    6.216594595    2.367422140    2.367418727    2.021782006
    6.226603604    2.364700701    2.364697294    2.019894858
    6.236612613    2.361986755    2.361983355    2.018012242
    6.246621622    2.359280276    2.359276883    2.016134146
    6.256630631    2.356581237    2.356577851    2.014260556
    6.266639640    2.353889612    2.353886233    2.012391461
    6.276648649    2.351205376    2.351202003    2.010526849
    6.286657658    2.348528502    2.348525135    2.008666707
    6.296666667    2.345858964    2.345855604    2.006811023
    6.306675676    2.343196736    2.343193383    2.004959786
    6.316684685    2.340541793    2.340538447    2.003112982
    6.326693694    2.337894110    2.337890770    2.001270601
    6.336702703    2.335253660    2.335250327    1.999432630
    6.346711712    2.332620419    2.332617092    1.997599056
    6.356720721    2.329994361    2.329991041    1.995769869
    6.366729730    2.327375462    2.327372148    1.993945056
    6.376738739    2.324763696    2.324760388    1.992124606
    6.386747748    2.322159038    2.322155737    1.990308506
    6.396756757    2.319561464    2.319558169    1.988496744
    6.406765766    2.316970949    2.316967661    1.986689310
    6.416774775    2.314387469    2.314384186    1.984886191
    6.426783784    2.311810998    2.311807722    1.983087374
    6.436792793    2.309241514    2.309238244    1.981292850
    6.446801802    2.306678991    2.306675727    1.979502606
    6.456810811    2.304123405    2.304120148    1.977716630
    6.466819820    2.301574733    2.301571482    1.975934911
    6.476828829    2.299032950    2.299029706    1.974157437
    6.486837838    2.296498034    2.296494796    1.972384197
    6.496846847    2.293969959    2.293966727    1.970615179
    6.506855856    2.291448703    2.291445478    1.968850371
    6.516864865    2.288934242    2.288931023    1.967089763
    6.526873874    2.286426553    2.286423340    1.965333343
    6.536882883    2.283925612    2.283922405    1.963581099
    6.546891892    2.281431397    2.281428196    1.961833020
    6.556900901    2.278943883    2.278940688    1.960089095
    6.566909910    2.276463049    2.276459860    1.958349313
    6.576918919    2.273988871    2.273985689    1.956613661
    6.586927928    2.271521327    2.271518150    1.954882130
    6.596936937    2.269060394    2.269057223    1.953154708
    6.606945946    2.266606049    2.266602884    1.951431383
    6.616954955    2.264158269    2.264155111    1.949712144
    6.626963964    2.261717034    2.261713881    1.947996981
    6.636972973    2.259282319    2.259279173    1.946285882
    6.646981982    2.256854104    2.256850963    1.944578836
    6.656990991    2.254432365    2.254429230    1.942875833
    6.667000000    2.252017081    2.252013953    1.941176860
    6.677009009    2.249608231    2.249605108    1.939481908
    6.687018018    2.247205791    2.247202674    1.937790965
    6.697027027    2.244809741    2.244806630    1.936104021
    6.707036036    2.242420059    2.242416954    1.934421064
    6.717045045    2.240036723    2.240033624    1.932742084
    6.727054054    2.237659712    2.237656618    1.931067070
    6.737063063    2.235289004    2.235285917    1.929396010
    6.747072072    2.232924579    2.232921497    1.927728895
    6.757081081    2.230566415    2.230563339    1.926065714
    6.767090090    2.228214490    2.228211420    1.924406456
    6.777099099    2.225868785    2.225865721    1.922751110
    6.787108108    2.223529278    2.223526219    1.921099665
    6.797117117    2.221195948    2.221192895    1.919452112
    6.807126126    2.218868775    2.218865727    1.917808439
    6.817135135    2.216547737    2.216544695    1.916168635
    6.827144144    2.214232815    2.214229779    1.914532692
    6.837153153    2.211923988    2.211920958    1.912900597
    6.847162162    2.209621235    2.209618210    1.911272340
    6.857171171    2.207324537    2.207321518    1.909647912
    6.867180180    2.205033872    2.205030859    1.908027301
    6.877189189    2.202749221    2.202746214    1.906410497
    6.887198198    2.200470565    2.200467562    1.904797490
    6.897207207    2.198197881    2.198194885    1.903188270
    6.907216216    2.195931152    2.195928161    1.901582826
    6.917225225    2.193670358    2.193667372    1.899981148
    6.927234234    2.191415477    2.191412497    1.898383225
    6.937243243    2.189166492    2.189163517    1.896789049
    6.947252252    2.186923381    2.186920412    1.895198607
    6.957261261    2.184686127    2.184683163    1.893611891
    6.967270270    2.182454709    2.182451750    1.892028890
    6.977279279    2.180229108    2.180226155    1.890449595
    6.987288288    2.178009304    2.178006357    1.888873994
    6.997297297    2.175795280    2.175792338    1.887302078
    7.007306306    2.173587015    2.173584079    1.885733837
    7.017315315    2.171384491    2.171381560    1.884169261
    7.027324324    2.169187689    2.169184763    1.882608340
    7.037333333    2.166996589    2.166993669    1.881051064
    7.047342342    2.164811174    2.164808259    1.879497423
    7.057351351    2.162631424    2.162628514    1.877947408
    7.067360360    2.160457321    2.160454416    1.876401008
    7.077369369    2.158288846    2.158285947    1.874858214
    7.087378378    2.156125981    2.156123087    1.873319016
    7.097387387    2.153968708    2.153965819    1.871783404
    7.107396396    2.151817007    2.151814124    1.870251369
    7.117405405    2.149670862    2.149667984    1.868722900
    7.127414414    2.147530253    2.147527380    1.867197989
    7.137423423    2.145395163    2.145392296    1.865676624
    7.147432432    2.143265574    2.143262712    1.864158798
    7.157441441    2.141141467    2.141138610    1.862644500
    7.167450450    2.139022826    2.139019974    1.861133720
    7.177459459    2.136909631    2.136906784    1.859626450
    7.187468468    2.134801866    2.134799024    1.858122679
    7.197477477    2.132699512    2.132696675    1.856622399
    7.207486486    2.130602552    2.130599721    1.855125599
    7.217495495    2.128510969    2.128508143    1.853632270
    7.227504505    2.126424746    2.126421924    1.852142404
    7.237513514    2.124343864    2.124341047    1.850655989
    7.247522523    2.122268306    2.122265495    1.849173018
    7.257531532    2.120198056    2.120195250    1.847693481
    7.267540541    2.118133095    2.118130294    1.846217368
    7.277549550    2.116073408    2.116070612    1.844744671
    7.287558559    2.114018977    2.114016186    1.843275379
    7.297567568    2.111969785    2.111966999    1.841809485
    7.307576577    2.109925814    2.109923033    1.840346978
    7.317585586    2.107887050    2.107884274    1.838887849
    7.327594595    2.105853473    2.105850702    1.837432090
    7.337603604    2.103825069    2.103822303    1.835979691
    7.347612613    2.101801819    2.101799058    1.834530643
    7.357621622    2.099783709    2.099780952    1.833084937
    7.367630631    2.097770720    2.097767969    1.831642564
    7.377639640    2.095762837    2.095760091    1.830203515
    7.387648649    2.093760044    2.093757302    1.828767781
    7.397657658    2.091762324    2.091759587    1.827335353
    7.407666667    2.089769660    2.089766928    1.825906222
    7.417675676    2.087782037    2.087779310    1.824480380
    7.427684685    2.085799439    2.085796717    1.823057817
    7.437693694    2.083821849    2.083819132    1.821638524
    7.447702703    2.081849252    2.081846540    1.820222494
    7.457711712    2.079881631    2.079878924    1.818809716
    7.467720721    2.077918972    2.077916269    1.817400182
    7.477729730    2.075961257    2.075958559    1.815993883
    7.487738739    2.074008471    2.074005778    1.814590811
    7.497747748    2.072060599    2.072057910    1.813190957
    7.507756757    2.070117625    2.070114941    1.811794312
    7.517765766    2.068179533    2.068176854    1.810400868
    7.527774775    2.066246308    2.066243634    1.809010616
    7.537783784    2.064317935    2.064315265    1.807623547
    7.547792793    2.062394398    2.062391733    1.806239653
    7.557801802    2.060475681    2.060473021    1.804858925
    7.567810811    2.058561771    2.058559115    1.803481355
    7.577819820    2.056652650    2.056649999    1.802106934
    7.587828829    2.054748305    2.054745659    1.800735654
    7.597837838    2.052848720    2.052846078    1.799367506
    7.607846847    2.050953880    2.050951243    1.798002481
    7.617855856    2.049063771    2.049061138    1.796640572
    7.627864865    2.047178376    2.047175748    1.795281771
    7.637873874    2.045297682    2.045295059    1.793926067
    7.647882883    2.043421674    2.043419056    1.792573455
    7.657891892    2.041550337    2.041547723    1.791223924
    7.667900901    2.039683656    2.039681047    1.789877467
    7.677909910    2.037821617    2.037819012    1.788534075
    7.687918919    2.035964205    2.035961604    1.787193741
    7.697927928    2.034111405    2.034108809    1.785856455
    7.707936937    2.032263204    2.032260613    1.784522211
    7.717945946    2.030419586    2.030416999    1.783190999
    7.727954955    2.028580538    2.028577956    1.781862811
    7.737963964    2.026746045    2.026743467    1.780537640
    7.747972973    2.024916093    2.024913520    1.779215478
    7.757981982    2.023090668    2.023088099    1.777896315
    7.767990991    2.021269755    2.021267191    1.776580145
    7.778000000    2.019453341    2.019450781    1.775266959
    7.788009009    2.017641412    2.017638856    1.773956748
    7.798018018    2.015833953    2.015831402    1.772649507
    7.808027027    2.014030951    2.014028404    1.771345225
    7.818036036    2.012232392    2.012229849    1.770043895
    7.828045045    2.010438262    2.010435723    1.768745510
    7.838054054    2.008648547    2.008646013    1.767450061
    7.848063063    2.006863233    2.006860704    1.766157541
    7.858072072    2.005082308    2.005079783    1.764867942
    7.868081081    2.003305757    2.003303236    1.763581255
    7.878090090    2.001533567    2.001531050    1.762297474
    7.888099099    1.999765724    1.999763212    1.761016590
    7.898108108    1.998002215    1.997999707    1.759738596
    7.908117117    1.996243027    1.996240523    1.758463483
    7.918126126    1.994488146    1.994485647    1.757191245
    7.928135135    1.992737559    1.992735064    1.755921873
    7.938144144    1.990991252    1.990988761    1.754655360
    7.948153153    1.989249213    1.989246726    1.753391698
    7.958162162    1.987511428    1.987508946    1.752130879
    7.968171171    1.985777885    1.985775407    1.750872897
    7.978180180    1.984048569    1.984046095    1.749617743
    7.988189189    1.982323469    1.982320999    1.748365409
    7.998198198    1.980602571    1.980600106    1.747115889
    8.008207207    1.978885863    1.978883401    1.745869175
    8.018216216    1.977173331    1.977170874    1.744625259
    8.028225225    1.975464962    1.975462510    1.743384134
    8.038234234    1.973760745    1.973758297    1.742145792
    8.048243243    1.972060666    1.972058222    1.740910226
    8.058252252    1.970364713    1.970362272    1.739677429
    8.068261261    1.968672872    1.968670436    1.738447393
    8.078270270    1.966985133    1.966982700    1.737220110
    8.088279279    1.965301480    1.965299052    1.735995574
    8.098288288    1.963621904    1.963619480    1.734773778
    8.108297297    1.961946390    1.961943971    1.733554713
    8.118306306    1.960274928    1.960272512    1.732338372
    8.128315315    1.958607503    1.958605091    1.731124749
    8.138324324    1.956944105    1.956941697    1.729913836
    8.148333333    1.955284720    1.955282316    1.728705626
    8.158342342    1.953629337    1.953626937    1.727500112
    8.168351351    1.951977943    1.951975548    1.726297286
    8.178360360    1.950330527    1.950328135    1.725097142
    8.188369369    1.948687076    1.948684688    1.723899672
    8.198378378    1.947047578    1.947045195    1.722704869
    8.208387387    1.945412022    1.945409642    1.721512726
    8.218396396    1.943780395    1.943778019    1.720323236
    8.228405405    1.942152685    1.942150313    1.719136392
    8.238414414    1.940528881    1.940526513    1.717952187
    8.248423423    1.938908971    1.938906607    1.716770614
    8.258432432    1.937292943    1.937290583    1.715591666
    8.268441441    1.935680785    1.935678429    1.714415335
    8.278450450    1.934072486    1.934070134    1.713241616
    8.288459459    1.932468034    1.932465686    1.712070501
    8.298468468    1.930867418    1.930865074    1.710901983
    8.308477477    1.929270625    1.929268285    1.709736056
    8.318486486    1.927677645    1.927675309    1.708572712
    8.328495495    1.926088466    1.926086134    1.707411944
    8.338504505    1.924503077    1.924500748    1.706253747
    8.348513514    1.922921466    1.922919141    1.705098112
    8.358522523    1.921343621    1.921341301    1.703945034
    8.368531532    1.919769532    1.919767216    1.702794505
    8.378540541    1.918199188    1.918196875    1.701646518
    8.388549550    1.916632577    1.916630267    1.700501068
    8.398558559    1.915069687    1.915067382    1.699358147
    8.408567568    1.913510508    1.913508207    1.698217748
    8.418576577    1.911955030    1.911952732    1.697079866
    8.428585586    1.910403239    1.910400945    1.695944493
    8.438594595    1.908855127    1.908852837    1.694811622
    8.448603604    1.907310681    1.907308394    1.693681248
    8.458612613    1.905769891    1.905767608    1.692553363
    8.468621622    1.904232745    1.904230466    1.691427960
    8.478630631    1.902699234    1.902696959    1.690305035
    8.488639640    1.901169346    1.901167075    1.689184579
    8.498648649    1.899643070    1.899640803    1.688066586
    8.508657658    1.898120397    1.898118133    1.686951050
    8.518666667    1.896601314    1.896599053    1.685837964
    8.528675676    1.895085811    1.895083554    1.684727323
    8.538684685    1.893573878    1.893571625    1.683619118
    8.548693694    1.892065504    1.892063255    1.682513345
    8.558702703    1.890560679    1.890558434    1.681409996
    8.568711712    1.889059392    1.889057150    1.680309066
    8.578720721    1.887561633    1.887559394    1.679210547
    8.588729730    1.886067390    1.886065156    1.678114434
    8.598738739    1.884576655    1.884574424    1.677020721
    8.608747748    1.883089416    1.883087189    1.675929400
    8.618756757    1.881605663    1.881603439    1.674840465
    8.628765766    1.880125386    1.880123166    1.673753911
    8.638774775    1.878648574    1.878646358    1.672669732
    8.648783784    1.877175218    1.877173005    1.671587920
    8.658792793    1.875705307    1.875703098    1.670508469
    8.668801802    1.874238831    1.874236625    1.669431374
    8.678810811    1.872775780    1.872773578    1.668356629
    8.688819820    1.871316144    1.871313946    1.667284226
    8.698828829    1.869859913    1.869857718    1.666214161
    8.708837838    1.868407076    1.868404885    1.665146426
    8.718846847    1.866957625    1.866955437    1.664081016
    8.728855856    1.865511548    1.865509364    1.663017925
    8.738864865    1.864068837    1.864066656    1.661957146
    8.748873874    1.862629481    1.862627304    1.660898674
    8.758882883    1.861193470    1.861191296    1.659842502
    8.768891892    1.859760795    1.859758625    1.658788625
    8.778900901    1.858331446    1.858329279    1.657737036
    8.788909910    1.856905412    1.856903249    1.656687729
    8.798918919    1.855482686    1.855480526    1.655640700
    8.808927928    1.854063256    1.854061100    1.654595940
    8.818936937    1.852647113    1.852644961    1.653553445
    8.828945946    1.851234248    1.851232099    1.652513209
    8.838954955    1.849824651    1.849822506    1.651475226
    8.848963964    1.848418313    1.848416171    1.650439490
    8.858972973    1.847015224    1.847013085    1.649405995
    8.868981982    1.845615374    1.845613239    1.648374735
    8.878990991    1.844218755    1.844216623    1.647345704
    8.889000000    1.842825356    1.842823228    1.646318897
    8.899009009    1.841435169    1.841433044    1.645294308
    8.909018018    1.840048184    1.840046062    1.644271931
    8.919027027    1.838664392    1.838662274    1.643251760
    8.929036036    1.837283784    1.837281669    1.642233789
    8.939045045    1.835906350    1.835904238    1.641218013
    8.949054054    1.834532081    1.834529973    1.640204426
    8.959063063    1.833160969    1.833158864    1.639193023
    8.969072072    1.831793003    1.831790902    1.638183797
    8.979081081    1.830428176    1.830426077    1.637176744
    8.989090090    1.829066477    1.829064382    1.636171856
    8.999099099    1.827707897    1.827705806    1.635169130
    9.009108108    1.826352429    1.826350341    1.634168558
    9.019117117    1.825000063    1.824997977    1.633170136
    9.029126126    1.823650789    1.823648707    1.632173858
    9.039135135    1.822304599    1.822302521    1.631179719
    9.049144144    1.820961485    1.820959410    1.630187712
    9.059153153    1.819621436    1.819619365    1.629197832
    9.069162162    1.818284446    1.818282377    1.628210075
    9.079171171    1.816950503    1.816948438    1.627224433
    9.089180180    1.815619601    1.815617539    1.626240903
    9.099189189    1.814291730    1.814289671    1.625259477
    9.109198198    1.812966882    1.812964826    1.624280152
    9.119207207    1.811645047    1.811642995    1.623302921
    9.129216216    1.810326218    1.810324169    1.622327779
    9.139225225    1.809010385    1.809008339    1.621354721
    9.149234234    1.807697540    1.807695497    1.620383740
    9.159243243    1.806387675    1.806385635    1.619414833
    9.169252252    1.805080781    1.805078744    1.618447993
    9.179261261    1.803776849    1.803774816    1.617483216
    9.189270270    1.802475871    1.802473841    1.616520495
    9.199279279    1.801177839    1.801175813    1.615559825
    9.209288288    1.799882744    1.799880721    1.614601202
    9.219297297    1.798590579    1.798588558    1.613644620
    9.229306306    1.797301333    1.797299316    1.612690074
    9.239315315    1.796015000    1.796012986    1.611737557
    9.249324324    1.794731571    1.794729560    1.610787066
    9.259333333    1.793451037    1.793449029    1.609838595
    9.269342342    1.792173391    1.792171386    1.608892139
    9.279351351    1.790898624    1.790896623    1.607947693
    9.289360360    1.789626728    1.789624730    1.607005250
    9.299369369    1.788357696    1.788355700    1.606064807
    9.309378378    1.787091518    1.787089525    1.605126358
    9.319387387    1.785828186    1.785826197    1.604189898
    9.329396396    1.784567694    1.784565708    1.603255422
    9.339405405    1.783310032    1.783308049    1.602322924
    9.349414414    1.782055193    1.782053213    1.601392400
    9.359423423    1.780803168    1.780801191    1.600463845
    9.369432432    1.779553950    1.779551976    1.599537253
    9.379441441    1.778307531    1.778305560    1.598612620
    9.389450450    1.777063903    1.777061935    1.597689940
    9.399459459    1.775823058    1.775821093    1.596769209
    9.409468468    1.774584988    1.774583026    1.595850421
    9.419477477    1.773349685    1.773347727    1.594933571
    9.429486486    1.772117142    1.772115187    1.594018655
    9.439495495    1.770887351    1.770885399    1.593105668
    9.449504505    1.769660304    1.769658355    1.592194604
    9.459513514    1.768435993    1.768434047    1.591285458
    9.469522523    1.767214411    1.767212468    1.590378227
    9.479531532    1.765995550    1.765993610    1.589472904
    9.489540541    1.764779402    1.764777465    1.588569485
    9.499549550    1.763565960    1.763564026    1.587667966
    9.509558559    1.762355217    1.762353285    1.586768340
    9.519567568    1.761147164    1.761145235    1.585870604
    9.529576577    1.759941794    1.759939868    1.584974753
    9.539585586    1.758739099    1.758737177    1.584080781
    9.549594595    1.757539073    1.757537154    1.583188685
    9.559603604    1.756341708    1.756339791    1.582298458
    9.569612613    1.755146995    1.755145081    1.581410097
    9.579621622    1.753954929    1.753953018    1.580523596
    9.589630631    1.752765501    1.752763593    1.579638952
    9.599639640    1.751578704    1.751576799    1.578756158
    9.609648649    1.750394530    1.750392628    1.577875211
    9.619657658    1.749212973    1.749211074    1.576996106
    9.629666667    1.748034026    1.748032130    1.576118837
    9.639675676    1.746857680    1.746855787    1.575243401
    9.649684685    1.745683929    1.745682038    1.574369793
    9.659693694    1.744512765    1.744510878    1.573498008
    9.669702703    1.743344182    1.743342297    1.572628041
    9.679711712    1.742178171    1.742176290    1.571759888
    9.689720721    1.741014727    1.741012848    1.570893544
    9.699729730    1.739853842    1.739851966    1.570029005
    9.709738739    1.738695508    1.738693635    1.569166266
    9.719747748    1.737539719    1.737537848    1.568305322
    9.729756757    1.736386467    1.736384600    1.567446169
    9.739765766    1.735235747    1.735233882    1.566588803
    9.749774775    1.734087549    1.734085688    1.565733218
    9.759783784    1.732941869    1.732940010    1.564879410
    9.769792793    1.731798698    1.731796842    1.564027376
    9.779801802    1.730658030    1.730656177    1.563177109
    9.789810811    1.729519858    1.729518007    1.562328606
    9.799819820    1.728384175    1.728382327    1.561481863
    9.809828829    1.727250973    1.727249128    1.560636875
    9.819837838    1.726120247    1.726118405    1.559793637
    9.829846847    1.724991990    1.724990151    1.558952145
    9.839855856    1.723866194    1.723864358    1.558112394
    9.849864865    1.722742853    1.722741019    1.557274381
    9.859873874    1.721621961    1.721620130    1.556438101
    9.869882883    1.720503509    1.720501681    1.555603549
    9.879891892    1.719387493    1.719385667    1.554770721
    9.889900901    1.718273904    1.718272081    1.553939612
    9.899909910    1.717162737    1.717160917    1.553110219
    9.909918919    1.716053985    1.716052167    1.552282538
    9.919927928    1.714947641    1.714945826    1.551456563
    9.929936937    1.713843698    1.713841886    1.550632290
    9.939945946    1.712742150    1.712740341    1.549809715
    9.949954955    1.711642990    1.711641184    1.548988835
    9.959963964    1.710546213    1.710544409    1.548169643
    9.969972973    1.709451811    1.709450009    1.547352138
    9.979981982    1.708359777    1.708357979    1.546536313
    9.989990991    1.707270107    1.707268311    1.545722165
   10.000000000    1.706182792    1.706180998    1.544909690
