# energy grid [eV]     ieps_x  ieps_y  ieps_z
#
    0.391351351    9.675017101    9.674848893    4.133792001
    0.401360360    9.567886503    9.567725061    4.130789580
    0.411369369    9.465667183    9.465512125    4.127749894
    0.421378378    9.367997334    9.367848304    4.124672888
    0.431387387    9.274547442    9.274404106    4.121558548
    0.441396396    9.185016997    9.184879046    4.118406896
    0.451405405    9.099131584    9.098998728    4.115217995
    0.461414414    9.016640292    9.016512261    4.111991940
    0.471423423    8.937313413    8.937189953    4.108728861
    0.481432432    8.860940391    8.860821267    4.105428915
    0.491441441    8.787327998    8.787212987    4.102092292
    0.501450450    8.716298693    8.716187588    4.098719207
    0.511459459    8.647689167    8.647581773    4.095309898
    0.521468468    8.581349030    8.581245165    4.091864628
    0.531477477    8.517139638    8.517039131    4.088383681
    0.541486486    8.454933040    8.454835728    4.084867360
    0.551495495    8.394611022    8.394516755    4.081315988
    0.561504505    8.336064263    8.335972897    4.077729902
    0.571513514    8.279191554    8.279102954    4.074109456
    0.581522523    8.223899109    8.223813150    4.070455018
    0.591531532    8.170099933    8.170016495    4.066766966
    0.601540541    8.117713256    8.117632226    4.063045694
    0.611549550    8.066664013    8.066585285    4.059291602
    0.621558559    8.016882378    8.016805851    4.055505103
    0.631567568    7.968303341    7.968228920    4.051686616
    0.641576577    7.920866321    7.920793916    4.047836568
    0.651585586    7.874514811    7.874444337    4.043955394
    0.661594595    7.829196065    7.829127442    4.040043532
    0.671603604    7.784860801    7.784793951    4.036101428
    0.681612613    7.741462934    7.741397785    4.032129531
    0.691621622    7.698959336    7.698895821    4.028128294
    0.701630631    7.657309614    7.657247667    4.024098173
    0.711639640    7.616475902    7.616415460    4.020039626
    0.721648649    7.576422677    7.576363682    4.015953113
    0.731657658    7.537116589    7.537058985    4.011839098
    0.741666667    7.498526302    7.498470035    4.007698043
    0.751675676    7.460622349    7.460567370    4.003530410
    0.761684685    7.423377005    7.423323264    3.999336665
    0.771693694    7.386764156    7.386711608    3.995117271
    0.781702703    7.350759194    7.350707796    3.990872690
    0.791711712    7.315338912    7.315288622    3.986603384
    0.801720721    7.280481406    7.280432184    3.982309815
    0.811729730    7.246165989    7.246117797    3.977992442
    0.821738739    7.212373110    7.212325911    3.973651722
    0.831747748    7.179084276    7.179038036    3.969288111
    0.841756757    7.146281986    7.146236672    3.964902061
    0.851765766    7.113949664    7.113905245    3.960494025
    0.861774775    7.082071602    7.082028048    3.956064450
    0.871783784    7.050632902    7.050590183    3.951613782
    0.881792793    7.019619424    7.019577513    3.947142462
    0.891801802    6.989017743    6.988976613    3.942650931
    0.901810811    6.958815101    6.958774728    3.938139625
    0.911819820    6.928999367    6.928959725    3.933608975
    0.921828829    6.899558998    6.899520064    3.929059411
    0.931837838    6.870483004    6.870444757    3.924491359
    0.941846847    6.841760917    6.841723335    3.919905239
    0.951855856    6.813382756    6.813345818    3.915301471
    0.961864865    6.785339002    6.785302689    3.910680468
    0.971873874    6.757620569    6.757584862    3.906042639
    0.981882883    6.730218779    6.730183660    3.901388392
    0.991891892    6.703125341    6.703090793    3.896718128
    1.001900901    6.676332327    6.676298332    3.892032244
    1.011909910    6.649832149    6.649798692    3.887331134
    1.021918919    6.623617548    6.623584613    3.882615188
    1.031927928    6.597681568    6.597649140    3.877884791
    1.041936937    6.572017541    6.571985606    3.873140323
    1.051945946    6.546619077    6.546587621    3.868382161
    1.061954955    6.521480041    6.521449051    3.863610677
    1.071963964    6.496594545    6.496564008    3.858826239
    1.081972973    6.471956934    6.471926838    3.854029211
    1.091981982    6.447561770    6.447532103    3.849219951
    1.101990991    6.423403827    6.423374578    3.844398815
