# energy grid [eV]     epsr_x  epsr_y  epsr_z
# plasmon frequences [eV]:     6.032070257    6.031850694    4.894473291
    3.153837838    1.112749219    1.112586086    3.576068595
    3.163846847    1.160730024    1.160567277    3.533258416
    3.173855856    1.168260762    1.168103404    3.427452204
    3.183864865    1.137036699    1.136893448    3.259205937
    3.193873874    1.080969060    1.080849557    3.039258258
    3.203882883    1.019873787    1.019780565    2.786717951
    3.213891892    0.971728735    0.971651056    2.530339752
    3.223900901    0.951219377    0.951138958    2.311754983
    3.233909910    0.966564396    0.966468967    2.167504143
    3.243918919    1.014190282    1.014079848    2.101942329
    3.253927928    1.079566427    1.079449395    2.085104678
    3.263936937    1.142982437    1.142869450    2.071663981
    3.273945946    1.185433036    1.185332079    2.022079916
    3.283954955    1.194037740    1.193950546    1.920822589
    3.293963964    1.165708683    1.165630708    1.783544305
    3.303972973    1.105942333    1.105866632    1.640385717
    3.313981982    1.025138411    1.025058325    1.509965683
    3.323990991    0.936007327    0.935917380    1.393045158
    3.334000000    0.851547460    0.851445269    1.285696421
    3.344009009    0.786266189    0.786153041    1.194929697
    3.354018018    0.756486631    0.756365653    1.140349951
    3.364027027    0.772299347    0.772173666    1.137875709
    3.374036036    0.831096027    0.830968106    1.186779931
    3.384045045    0.921490719    0.921362461    1.273718919
    3.394054054    1.030539447    1.030412565    1.382733177
    3.404063063    1.147349343    1.147225669    1.500663425
    3.414072072    1.263400585    1.263282064    1.618001265
    3.424081081    1.372196756    1.372084754    1.728557005
    3.434090090    1.469790609    1.469684670    1.829996363
    3.444099099    1.555252557    1.555150195    1.924551942
    3.454108108    1.628234373    1.628133126    2.017066106
    3.464117117    1.684418239    1.684316985    2.110361423
    3.474126126    1.715289941    1.715185640    2.202544851
    3.484135135    1.715117053    1.714999611    2.288436876
    3.494144144    1.688506394    1.688360109    2.363102989
    3.504153153    1.649792573    1.649607461    2.425815741
    3.514162162    1.616019599    1.615801404    2.482779398
    3.524171171    1.600167913    1.599933981    2.544961243
    3.534180180    1.604523424    1.604288976    2.620761920
    3.544189189    1.617524345    1.617295508    2.710320299
    3.554198198    1.620143067    1.619921696    2.805942698
    3.564207207    1.598105195    1.597896097    2.895731949
    3.574216216    1.549699114    1.549510434    2.967382178
    3.584225225    1.484272208    1.484108828    3.012106145
    3.594234234    1.417624157    1.417482256    3.026790855
    3.604243243    1.366874696    1.366744885    3.009758844
    3.614252252    1.339924004    1.339800716    2.953154759
    3.624261261    1.326176044    1.326063078    2.845763342
    3.634270270    1.299667708    1.299575037    2.690027651
    3.644279279    1.234823596    1.234757574    2.513521261
    3.654288288    1.128093012    1.128045504    2.357719144
    3.664297297    1.009669747    1.009617796    2.258031488
    3.674306306    0.925990477    0.925911677    2.232885757
    3.684315315    0.906373655    0.906260022    2.281152872
    3.694324324    0.950839500    0.950696058    2.387262852
    3.704333333    1.042435916    1.042272432    2.530632583
    3.714342342    1.161480828    1.161306703    2.691603043
    3.724351351    1.291197671    1.291020894    2.851653196
    3.734360360    1.417328922    1.417156564    2.990348000
