# energy grid [eV]     epsi_x  epsi_y  epsi_z
#
    0.00100000055092.79230446455882.950947086    3.427432838
    0.011009009 5255.777022367 5368.332400018    1.406480692
    0.021018018 2710.503146542 2771.635274366    1.494037002
    0.031027027 1761.070536849 1800.963658232    1.716318383
    0.041036036 1257.383117916 1285.625823403    2.052277741
    0.051045045  944.724927064  965.585007633    2.484664766
    0.061054054  733.702239255  749.491855339    3.014339783
    0.071063063  584.203241897  596.351281858    3.651577955
    0.081072072  474.980686247  484.466645176    4.409878857
    0.091081081  393.225988667  400.773491019    5.301070187
    0.101090090  330.567287263  336.707097259    6.331391209
    0.111099099  281.592619078  286.674247109    7.495471592
    0.121108108  242.972679499  247.211608123    8.764703148
    0.131117117  212.369929392  215.929393864   10.089809160
    0.141126126  187.532963283  190.574188029   11.452834028
    0.151135135  166.184482781  168.855722121   12.935560419
    0.161144144  146.682718487  149.076119029   14.704958282
    0.171153153  128.580538668  130.721150076   16.903640736
    0.181162162  112.262932398  114.146820455   19.517697891
    0.191171171   98.145549316   99.776852384   22.257376283
    0.201180180   86.284058478   87.683526266   24.520848758
    0.211189189   76.448124435   77.646261738   25.625204403
    0.221198198   68.333117791   69.361901906   25.292390975
    0.231207207   61.694933842   62.582326749   23.868534352
    0.241216216   56.364924219   57.132763573   21.961348370
    0.251225225   52.217758794   52.882160596   19.999223168
    0.261234234   49.155437860   49.728136645   18.174018129
    0.271243243   47.108530802   47.598204176   16.608282308
    0.281252252   46.036545847   46.450040188   15.431770702
    0.291261261   45.917008323   46.260728954   14.732717407
    0.301270270   46.720958715   47.002286705   14.503561794
    0.311279279   48.387789284   48.614845002   14.620089861
    0.321288288   50.837850830   51.014429723   14.849083202
    0.331297297   54.045762662   54.161798196   14.910825130
    0.341306306   58.098675798   58.123682850   14.606239584
    0.351315315   63.132581289   63.015528495   13.929629200
    0.361324324   69.185046850   68.856548624   13.040211119
    0.371333333   76.099340303   75.484870111   12.105301855
    0.381342342   83.514612000   82.575448149   11.188891725
    0.391351351   90.878216815   89.664990253   10.269719970
    0.401360360   97.418152774   96.105349259    9.326670023
    0.411369369  101.924650451  100.812603592    8.397743132
    0.421378378  102.640959736  102.067592589    7.562346708
    0.431387387   98.197275298   98.328189647    6.889816348
    0.441396396   89.057148943   89.758407577    6.417055530
    0.451405405   77.420481975   78.394575948    6.156158074
    0.461414414   65.647454744   66.643732859    6.105297611
    0.471423423   55.162683763   56.052951675    6.248554544
    0.481432432   46.443475444   47.191441602    6.540773916
    0.491441441   39.429187860   40.043032797    6.882232104
    0.501450450   33.856525949   34.358925319    7.111726037
    0.511459459   29.436207234   29.850820161    7.066976029
    0.521468468   25.924217536   26.270963033    6.697653549
    0.531477477   23.133012033   23.426377908    6.102939965
    0.541486486   20.911601685   21.159319782    5.438585889
    0.551495495   19.119638564   19.322198102    4.813380982
    0.561504505   17.615528393   17.769167532    4.265688921
    0.571513514   16.273991240   16.378005477    3.794876420
    0.581522523   15.025202328   15.087527103    3.395479355
    0.591531532   13.870243192   13.904535944    3.068692409
    0.601540541   12.848108814   12.866275894    2.817601468
    0.611549550   11.992260592   12.000600061    2.642167459
    0.621558559   11.313228510   11.313197311    2.538429799
    0.631567568   10.801676179   10.792052789    2.498006440
    0.641576577   10.437201633   10.415695286    2.504958979
    0.651585586   10.200885897   10.164852997    2.532022494
    0.661594595   10.089804091   10.036433023    2.544131539
    0.671603604   10.119002961   10.045925134    2.514884757
    0.681612613   10.301090389   10.208750849    2.443029424
    0.691621622   10.611812213   10.508601608    2.348220402
    0.701630631   10.955405984   10.863943676    2.249289141
    0.711639640   11.157301535   11.113252996    2.147082986
    0.721648649   11.030311325   11.063280646    2.026941643
    0.731657658   10.501638593   10.610602142    1.877614578
    0.741666667    9.672055973    9.826748892    1.705998204
    0.751675676    8.730464699    8.896219452    1.531784417
    0.761684685    7.832777088    7.987874179    1.372696259
    0.771693694    7.057118890    7.193478952    1.237334990
    0.781702703    6.422265490    6.539659420    1.126650878
    0.791711712    5.917756093    6.019001058    1.037595626
    0.801720721    5.523778082    5.612281562    0.965751386
    0.811729730    5.221459907    5.300366302    0.906981464
    0.821738739    4.997825783    5.069946841    0.858499417
    0.831747748    4.846649738    4.914653404    0.819015439
    0.841756757    4.766430621    4.833086193    0.788046015
    0.851765766    4.758440619    4.826839965    0.765270335
    0.861774775    4.826741591    4.900282283    0.750365363
    0.871783784    4.979933403    5.061937304    0.743101353
    0.881792793    5.232306661    5.325684769    0.743458979
    0.891801802    5.600783183    5.708067010    0.751703420
    0.901810811    6.095070126    6.218007168    0.768427068
    0.911819820    6.699245963    6.836693553    0.794578160
    0.921828829    7.345634137    7.489419367    0.831492076
    0.931837838    7.896915735    8.028347973    0.880975451
    0.941846847    8.176400962    8.270902917    0.945553253
    0.951855856    8.068757083    8.111756908    1.028939334
    0.961864865    7.614324764    7.612550750    1.136527346
    0.971873874    6.981565390    6.954750406    1.275564571
    0.981882883    6.350371959    6.316151659    1.454862465
    0.991891892    5.834846293    5.802737315    1.683708685
    1.001900901    5.479810617    5.453021229    1.968697605
    1.011909910    5.283457744    5.262275002    2.306164471
    1.021918919    5.209753154    5.193867940    2.668735998
    1.031927928    5.187522394    5.176992424    2.991983757
    1.041936937    5.117495295    5.112481443    3.182754146
    1.051945946    4.913583174    4.913519988    3.168927883
    1.061954955    4.559458849    4.562918526    2.956667336
    1.071963964    4.113721775    4.119162085    2.625339735
    1.081972973    3.655897266    3.662234085    2.266657223
    1.091981982    3.239878576    3.246494820    1.939801536
    1.101990991    2.886648484    2.893200001    1.667903124
    1.112000000    2.596761346    2.603025314    1.452603073
    1.122009009    2.362508843    2.368302201    1.286917163
    1.132018018    2.174614752    2.179754090    1.162089875
    1.142027027    2.024930228    2.029213239    1.070295036
    1.152036036    1.907138806    1.910343398    1.005306984
    1.162045045    1.816609012    1.818521780    0.962332057
    1.172054054    1.749829468    1.750332019    0.937559379
    1.182063063    1.703504319    1.702753930    0.927833143
    1.192072072    1.673356157    1.672048693    0.930894274
    1.202081081    1.653102074    1.652605116    0.946175836
    1.212090090    1.634900561    1.636801497    0.975196284
    1.222099099    1.612013778    1.617097590    1.020941917
    1.232108108    1.580788011    1.588583560    1.087037375
    1.242117117    1.539167761    1.548589891    1.177487323
    1.252126126    1.486003061    1.495960959    1.296782383
    1.262135135    1.423993317    1.433498771    1.449650909
    1.272144144    1.360258342    1.368590371    1.639829498
    1.282153153    1.302035631    1.308939294    1.868423654
    1.292162162    1.253253470    1.258828345    2.134617128
    1.302171171    1.215092319    1.219435159    2.440717504
    1.312180180    1.187891271    1.190896091    2.794918324
    1.322189189    1.171208182    1.172764272    3.199099862
    1.332198198    1.161917947    1.162275847    3.621629229
    1.342207207    1.152646234    1.152583192    3.975891770
    1.352216216    1.133491064    1.134008328    4.140435737
    1.362225225    1.097991356    1.099655743    4.036783409
    1.372234234    1.047986977    1.050642867    3.696476158
    1.382243243    0.991282592    0.994461123    3.231619404
    1.392252252    0.935671931    0.939048227    2.752395183
    1.402261261    0.885789404    0.889247291    2.322945933
    1.412270270    0.843287447    0.846799785    1.965332182
    1.422279279    0.808087223    0.811638378    1.678385427
    1.432288288    0.779401908    0.782971355    1.452112463
    1.442297297    0.756284109    0.759850694    1.274962302
    1.452306306    0.737852427    0.741397531    1.136634793
    1.462315315    0.723399408    0.726903123    1.028828580
    1.472324324    0.712485124    0.715919377    0.945181532
    1.482333333    0.704982022    0.708310077    0.880960421
    1.492342342    0.701031401    0.704212881    0.832725478
    1.502351351    0.700972062    0.703963627    0.798044945
    1.512360360    0.705306030    0.708055871    0.775272698
    1.522369369    0.714715060    0.717155182    0.763386718
    1.532378378    0.730110994    0.732148119    0.761902901
    1.542387387    0.752693345    0.754197045    0.770899659
    1.552396396    0.783999193    0.784789562    0.791126285
    1.562405405    0.825952767    0.825799264    0.824026178
    1.572414414    0.880908139    0.879557705    0.871507673
    1.582423423    0.951513399    0.948766383    0.935375029
    1.592432432    1.039933524    1.035813271    1.016209466
    1.602441441    1.145801965    1.140905569    1.111507233
    1.612450450    1.262486681    1.258502300    1.213711025
    1.622459459    1.373058328    1.372973925    1.310359209
